,Team,Indicator Name,Year,Value
5614,Orlando Magic,ORtg,2015,101.6
5615,Orlando Magic,DRtg,2015,107.7
5616,Orlando Magic,Pace,2015,93.8
5617,Orlando Magic,FTr,2015,0.23
5618,Orlando Magic,3PAr,2015,0.235
5619,Orlando Magic,TS%,2015,0.524
5620,Orlando Magic,eFG%,2015,0.494
5621,Orlando Magic,TOV%,2015,14
5622,Orlando Magic,ORB%,2015,23.1
5623,Orlando Magic,FT/FGA,2015,0.168
5624,Orlando Magic,eFG%,2015,0.514
5625,Orlando Magic,TOV%,2015,13.6
5626,Orlando Magic,DRB%,2015,76
5627,Orlando Magic,FT/FGA,2015,0.21
5628,Orlando Magic,Arena,2015,Amway Center
5629,Orlando Magic,Attendance,2015,688194
5630,Orlando Magic,Primary Color,2015,#0075BD
5631,Orlando Magic,Secondary Color,2015,#C6CDD3
5632,Los Angeles Lakers,Rk,2015,27
5633,Los Angeles Lakers,Division,2015,West
5634,Los Angeles Lakers,Conference,2015,Pacific
5635,Los Angeles Lakers,League Win Ratio,2015,0.256
5636,Los Angeles Lakers,League Rank,2015,27
5637,Los Angeles Lakers,Final Rank,2015,27
5638,Los Angeles Lakers,Age,2015,27
5639,Los Angeles Lakers,W,2015,21
5640,Los Angeles Lakers,L,2015,61
5641,Los Angeles Lakers,PW,2015,23
5642,Los Angeles Lakers,PL,2015,59
5643,Los Angeles Lakers,MOV,2015,-6.84
5644,Los Angeles Lakers,SOS,2015,0.67
5645,Los Angeles Lakers,SRS,2015,-6.17
5646,Los Angeles Lakers,ORtg,2015,103.4
5647,Los Angeles Lakers,DRtg,2015,110.6
5648,Los Angeles Lakers,Pace,2015,94
5649,Los Angeles Lakers,FTr,2015,0.276
5650,Los Angeles Lakers,3PAr,2015,0.22
5651,Los Angeles Lakers,TS%,2015,0.513
5652,Los Angeles Lakers,eFG%,2015,0.473
5653,Los Angeles Lakers,TOV%,2015,12.1
5654,Los Angeles Lakers,ORB%,2015,25.4
5655,Los Angeles Lakers,FT/FGA,2015,0.204
5656,Los Angeles Lakers,eFG%,2015,0.518
5657,Los Angeles Lakers,TOV%,2015,12.1
5658,Los Angeles Lakers,DRB%,2015,76.3
5659,Los Angeles Lakers,FT/FGA,2015,0.231
5660,Los Angeles Lakers,Arena,2015,STAPLES Center
5661,Los Angeles Lakers,Attendance,2015,768244
5662,Los Angeles Lakers,Primary Color,2015,#FDB827
5663,Los Angeles Lakers,Secondary Color,2015,#542583
5664,Philadelphia 76ers,Rk,2015,29
5665,Philadelphia 76ers,Division,2015,East
5666,Philadelphia 76ers,Conference,2015,Atlantic
5667,Philadelphia 76ers,League Win Ratio,2015,0.22
5668,Philadelphia 76ers,League Rank,2015,28
5669,Philadelphia 76ers,Final Rank,2015,28
5670,Philadelphia 76ers,Age,2015,23.2
5671,Philadelphia 76ers,W,2015,18
5672,Philadelphia 76ers,L,2015,64
5673,Philadelphia 76ers,PW,2015,18
5674,Philadelphia 76ers,PL,2015,64
5675,Philadelphia 76ers,MOV,2015,-8.98
5676,Philadelphia 76ers,SOS,2015,-0.07
5677,Philadelphia 76ers,SRS,2015,-9.04
5678,Philadelphia 76ers,ORtg,2015,95.5
5679,Philadelphia 76ers,DRtg,2015,104.8
5680,Philadelphia 76ers,Pace,2015,95.7
5681,Philadelphia 76ers,FTr,2015,0.288
5682,Philadelphia 76ers,3PAr,2015,0.319
5683,Philadelphia 76ers,TS%,2015,0.494
5684,Philadelphia 76ers,eFG%,2015,0.459
5685,Philadelphia 76ers,TOV%,2015,16
5686,Philadelphia 76ers,ORB%,2015,25.5
5687,Philadelphia 76ers,FT/FGA,2015,0.195
5688,Philadelphia 76ers,eFG%,2015,0.497
5689,Philadelphia 76ers,TOV%,2015,15.2
5690,Philadelphia 76ers,DRB%,2015,73
5691,Philadelphia 76ers,FT/FGA,2015,0.225
5692,Philadelphia 76ers,Arena,2015,Wells Fargo Center
5693,Philadelphia 76ers,Attendance,2015,571572
5694,Philadelphia 76ers,Primary Color,2015,#003DA5
5695,Philadelphia 76ers,Secondary Color,2015,#D50032
5696,New York Knicks,Rk,2015,30
5697,New York Knicks,Division,2015,East
5698,New York Knicks,Conference,2015,Atlantic
5699,New York Knicks,League Win Ratio,2015,0.207
5700,New York Knicks,League Rank,2015,29
5701,New York Knicks,Final Rank,2015,29
5702,New York Knicks,Age,2015,26.9
5703,New York Knicks,W,2015,17
5704,New York Knicks,L,2015,65
5705,New York Knicks,PW,2015,17
5706,New York Knicks,PL,2015,65
5707,New York Knicks,MOV,2015,-9.32
5708,New York Knicks,SOS,2015,-0.18
5709,New York Knicks,SRS,2015,-9.5
5710,New York Knicks,ORtg,2015,99.9
5711,New York Knicks,DRtg,2015,110
5712,New York Knicks,Pace,2015,91.2
5713,New York Knicks,FTr,2015,0.234
5714,New York Knicks,3PAr,2015,0.24
5715,New York Knicks,TS%,2015,0.508
5716,New York Knicks,eFG%,2015,0.47
5717,New York Knicks,TOV%,2015,14
5718,New York Knicks,ORB%,2015,24.5
5719,New York Knicks,FT/FGA,2015,0.18
5720,New York Knicks,eFG%,2015,0.512
5721,New York Knicks,TOV%,2015,13.3
5722,New York Knicks,DRB%,2015,73.1
5723,New York Knicks,FT/FGA,2015,0.234
5724,New York Knicks,Arena,2015,Madison Square Garden (IV)
5725,New York Knicks,Attendance,2015,812292
5726,New York Knicks,Primary Color,2015,#F48328
5727,New York Knicks,Secondary Color,2015,#046AB4
5728,Minnesota Timberwolves,Rk,2015,28
5729,Minnesota Timberwolves,Division,2015,West
5730,Minnesota Timberwolves,Conference,2015,Northwest
5731,Minnesota Timberwolves,League Win Ratio,2015,0.195
5732,Minnesota Timberwolves,League Rank,2015,30
5733,Minnesota Timberwolves,Final Rank,2015,30
5734,Minnesota Timberwolves,Age,2015,24.4
5735,Minnesota Timberwolves,W,2015,16
5736,Minnesota Timberwolves,L,2015,66
5737,Minnesota Timberwolves,PW,2015,19
5738,Minnesota Timberwolves,PL,2015,63
5739,Minnesota Timberwolves,MOV,2015,-8.79
5740,Minnesota Timberwolves,SOS,2015,0.79
5741,Minnesota Timberwolves,SRS,2015,-8
5742,Minnesota Timberwolves,ORtg,2015,102.9
5743,Minnesota Timberwolves,DRtg,2015,112.2
5744,Minnesota Timberwolves,Pace,2015,94.4
5745,Minnesota Timberwolves,FTr,2015,0.309
5746,Minnesota Timberwolves,3PAr,2015,0.179
5747,Minnesota Timberwolves,TS%,2015,0.517
5748,Minnesota Timberwolves,eFG%,2015,0.468
5749,Minnesota Timberwolves,TOV%,2015,13.7
5750,Minnesota Timberwolves,ORB%,2015,26.6
5751,Minnesota Timberwolves,FT/FGA,2015,0.24
5752,Minnesota Timberwolves,eFG%,2015,0.537
5753,Minnesota Timberwolves,TOV%,2015,13.9
5754,Minnesota Timberwolves,DRB%,2015,71.6
5755,Minnesota Timberwolves,FT/FGA,2015,0.187
5756,Minnesota Timberwolves,Arena,2015,Target Center
5757,Minnesota Timberwolves,Attendance,2015,595652
5758,Minnesota Timberwolves,Primary Color,2015,#005183
5759,Minnesota Timberwolves,Secondary Color,2015,#0EA94E
5760,Golden State Warriors,Rk,2016,1
5761,Golden State Warriors,Division,2016,West
5762,Golden State Warriors,Conference,2016,Pacific
5763,Golden State Warriors,League Win Ratio,2016,0.89
5764,Golden State Warriors,League Rank,2016,1
5765,Golden State Warriors,Final Rank,2016,2
5766,Golden State Warriors,Age,2016,27.4
5767,Golden State Warriors,W,2016,73
5768,Golden State Warriors,L,2016,9
5769,Golden State Warriors,PW,2016,65
5770,Golden State Warriors,PL,2016,17
5771,Golden State Warriors,MOV,2016,10.76
5772,Golden State Warriors,SOS,2016,-0.38
5773,Golden State Warriors,SRS,2016,10.38
5774,Golden State Warriors,ORtg,2016,114.5
5775,Golden State Warriors,DRtg,2016,103.8
5776,Golden State Warriors,Pace,2016,99.3
5777,Golden State Warriors,FTr,2016,0.25
5778,Golden State Warriors,3PAr,2016,0.362
5779,Golden State Warriors,TS%,2016,0.593
5780,Golden State Warriors,eFG%,2016,0.563
5781,Golden State Warriors,TOV%,2016,13.5
5782,Golden State Warriors,ORB%,2016,23.5
5783,Golden State Warriors,FT/FGA,2016,0.191
5784,Golden State Warriors,eFG%,2016,0.479
5785,Golden State Warriors,TOV%,2016,12.6
5786,Golden State Warriors,DRB%,2016,76
5787,Golden State Warriors,FT/FGA,2016,0.208
5788,Golden State Warriors,Arena,2016,Oracle Arena
5789,Golden State Warriors,Attendance,2016,803436
5790,Golden State Warriors,Primary Color,2016,#006BB6
5791,Golden State Warriors,Secondary Color,2016,#FDB927
5792,San Antonio Spurs,Rk,2016,2
5793,San Antonio Spurs,Division,2016,West
5794,San Antonio Spurs,Conference,2016,Southwest
5795,San Antonio Spurs,League Win Ratio,2016,0.817
5796,San Antonio Spurs,League Rank,2016,2
5797,San Antonio Spurs,Final Rank,2016,5
5798,San Antonio Spurs,Age,2016,30.3
5799,San Antonio Spurs,W,2016,67
5800,San Antonio Spurs,L,2016,15
5801,San Antonio Spurs,PW,2016,67
5802,San Antonio Spurs,PL,2016,15
5803,San Antonio Spurs,MOV,2016,10.63
5804,San Antonio Spurs,SOS,2016,-0.36
5805,San Antonio Spurs,SRS,2016,10.28
5806,San Antonio Spurs,ORtg,2016,110.3
5807,San Antonio Spurs,DRtg,2016,99
5808,San Antonio Spurs,Pace,2016,93.8
5809,San Antonio Spurs,FTr,2016,0.246
5810,San Antonio Spurs,3PAr,2016,0.223
5811,San Antonio Spurs,TS%,2016,0.564
5812,San Antonio Spurs,eFG%,2016,0.526
5813,San Antonio Spurs,TOV%,2016,12.4
5814,San Antonio Spurs,ORB%,2016,23
5815,San Antonio Spurs,FT/FGA,2016,0.197
5816,San Antonio Spurs,eFG%,2016,0.477
5817,San Antonio Spurs,TOV%,2016,14.1
5818,San Antonio Spurs,DRB%,2016,79.1
5819,San Antonio Spurs,FT/FGA,2016,0.182
5820,San Antonio Spurs,Arena,2016,AT&T Center
5821,San Antonio Spurs,Attendance,2016,756445
5822,San Antonio Spurs,Primary Color,2016,#84888B
5823,San Antonio Spurs,Secondary Color,2016,#000000
5824,Cleveland Cavaliers,Rk,2016,4
5825,Cleveland Cavaliers,Division,2016,East
5826,Cleveland Cavaliers,Conference,2016,Central
5827,Cleveland Cavaliers,League Win Ratio,2016,0.695
5828,Cleveland Cavaliers,League Rank,2016,3
5829,Cleveland Cavaliers,Final Rank,2016,1
5830,Cleveland Cavaliers,Age,2016,28.1
5831,Cleveland Cavaliers,W,2016,57
5832,Cleveland Cavaliers,L,2016,25
5833,Cleveland Cavaliers,PW,2016,57
5834,Cleveland Cavaliers,PL,2016,25
5835,Cleveland Cavaliers,MOV,2016,6
5836,Cleveland Cavaliers,SOS,2016,-0.55
5837,Cleveland Cavaliers,SRS,2016,5.45
5838,Cleveland Cavaliers,ORtg,2016,110.9
5839,Cleveland Cavaliers,DRtg,2016,104.5
5840,Cleveland Cavaliers,Pace,2016,93.3
5841,Cleveland Cavaliers,FTr,2016,0.259
5842,Cleveland Cavaliers,3PAr,2016,0.352
5843,Cleveland Cavaliers,TS%,2016,0.558
5844,Cleveland Cavaliers,eFG%,2016,0.524
5845,Cleveland Cavaliers,TOV%,2016,12.7
5846,Cleveland Cavaliers,ORB%,2016,25.1
5847,Cleveland Cavaliers,FT/FGA,2016,0.194
5848,Cleveland Cavaliers,eFG%,2016,0.496
5849,Cleveland Cavaliers,TOV%,2016,12.6
5850,Cleveland Cavaliers,DRB%,2016,78.5
5851,Cleveland Cavaliers,FT/FGA,2016,0.205
5852,Cleveland Cavaliers,Arena,2016,Quicken Loans Arena
5853,Cleveland Cavaliers,Attendance,2016,843042
5854,Cleveland Cavaliers,Primary Color,2016,#860038
5855,Cleveland Cavaliers,Secondary Color,2016,#002B60
5856,Toronto Raptors,Rk,2016,6
5857,Toronto Raptors,Division,2016,East
5858,Toronto Raptors,Conference,2016,Atlantic
5859,Toronto Raptors,League Win Ratio,2016,0.683
5860,Toronto Raptors,League Rank,2016,4
5861,Toronto Raptors,Final Rank,2016,3
5862,Toronto Raptors,Age,2016,26.3
5863,Toronto Raptors,W,2016,56
5864,Toronto Raptors,L,2016,26
5865,Toronto Raptors,PW,2016,53
5866,Toronto Raptors,PL,2016,29
5867,Toronto Raptors,MOV,2016,4.5
5868,Toronto Raptors,SOS,2016,-0.42
5869,Toronto Raptors,SRS,2016,4.08
5870,Toronto Raptors,ORtg,2016,110
5871,Toronto Raptors,DRtg,2016,105.2
5872,Toronto Raptors,Pace,2016,92.9
5873,Toronto Raptors,FTr,2016,0.328
5874,Toronto Raptors,3PAr,2016,0.287
5875,Toronto Raptors,TS%,2016,0.552
5876,Toronto Raptors,eFG%,2016,0.504
5877,Toronto Raptors,TOV%,2016,12.3
5878,Toronto Raptors,ORB%,2016,24.6
5879,Toronto Raptors,FT/FGA,2016,0.255
5880,Toronto Raptors,eFG%,2016,0.498
5881,Toronto Raptors,TOV%,2016,12.7
5882,Toronto Raptors,DRB%,2016,77.7
5883,Toronto Raptors,FT/FGA,2016,0.201
5884,Toronto Raptors,Arena,2016,Air Canada Centre
5885,Toronto Raptors,Attendance,2016,812863
5886,Toronto Raptors,Primary Color,2016,#BE0F34
5887,Toronto Raptors,Secondary Color,2016,#A8A9AB
5888,Oklahoma City Thunder,Rk,2016,3
5889,Oklahoma City Thunder,Division,2016,West
5890,Oklahoma City Thunder,Conference,2016,Northwest
5891,Oklahoma City Thunder,League Win Ratio,2016,0.671
5892,Oklahoma City Thunder,League Rank,2016,5
5893,Oklahoma City Thunder,Final Rank,2016,4
5894,Oklahoma City Thunder,Age,2016,25.8
5895,Oklahoma City Thunder,W,2016,55
5896,Oklahoma City Thunder,L,2016,27
5897,Oklahoma City Thunder,PW,2016,59
5898,Oklahoma City Thunder,PL,2016,23
5899,Oklahoma City Thunder,MOV,2016,7.28
5900,Oklahoma City Thunder,SOS,2016,-0.19
5901,Oklahoma City Thunder,SRS,2016,7.09
5902,Oklahoma City Thunder,ORtg,2016,113.1
5903,Oklahoma City Thunder,DRtg,2016,105.6
5904,Oklahoma City Thunder,Pace,2016,96.7
5905,Oklahoma City Thunder,FTr,2016,0.292
5906,Oklahoma City Thunder,3PAr,2016,0.275
5907,Oklahoma City Thunder,TS%,2016,0.565
5908,Oklahoma City Thunder,eFG%,2016,0.524
5909,Oklahoma City Thunder,TOV%,2016,14
5910,Oklahoma City Thunder,ORB%,2016,31.1
5911,Oklahoma City Thunder,FT/FGA,2016,0.228
5912,Oklahoma City Thunder,eFG%,2016,0.484
5913,Oklahoma City Thunder,TOV%,2016,11.7
5914,Oklahoma City Thunder,DRB%,2016,76
5915,Oklahoma City Thunder,FT/FGA,2016,0.205
5916,Oklahoma City Thunder,Arena,2016,Chesapeake Energy Arena
5917,Oklahoma City Thunder,Attendance,2016,746323
5918,Oklahoma City Thunder,Primary Color,2016,#1E3160
5919,Oklahoma City Thunder,Secondary Color,2016,#F05333
5920,Los Angeles Clippers,Rk,2016,5
5921,Los Angeles Clippers,Division,2016,West
5922,Los Angeles Clippers,Conference,2016,Pacific
5923,Los Angeles Clippers,League Win Ratio,2016,0.646
5924,Los Angeles Clippers,League Rank,2016,6
5925,Los Angeles Clippers,Final Rank,2016,9
5926,Los Angeles Clippers,Age,2016,29.7
5927,Los Angeles Clippers,W,2016,53
5928,Los Angeles Clippers,L,2016,29
5929,Los Angeles Clippers,PW,2016,53
5930,Los Angeles Clippers,PL,2016,29
5931,Los Angeles Clippers,MOV,2016,4.28
5932,Los Angeles Clippers,SOS,2016,-0.15
5933,Los Angeles Clippers,SRS,2016,4.13
5934,Los Angeles Clippers,ORtg,2016,108.3
5935,Los Angeles Clippers,DRtg,2016,103.8
5936,Los Angeles Clippers,Pace,2016,95.8
5937,Los Angeles Clippers,FTr,2016,0.318
5938,Los Angeles Clippers,3PAr,2016,0.324
5939,Los Angeles Clippers,TS%,2016,0.556
5940,Los Angeles Clippers,eFG%,2016,0.524
5941,Los Angeles Clippers,TOV%,2016,12.1
5942,Los Angeles Clippers,ORB%,2016,20.1
5943,Los Angeles Clippers,FT/FGA,2016,0.22
5944,Los Angeles Clippers,eFG%,2016,0.48
5945,Los Angeles Clippers,TOV%,2016,13.8
5946,Los Angeles Clippers,DRB%,2016,73.8
5947,Los Angeles Clippers,FT/FGA,2016,0.222
5948,Los Angeles Clippers,Arena,2016,STAPLES Center
5949,Los Angeles Clippers,Attendance,2016,786910
5950,Los Angeles Clippers,Primary Color,2016,#D81D47
5951,Los Angeles Clippers,Secondary Color,2016,#0061A1
5952,Charlotte Hornets,Rk,2016,9
5953,Charlotte Hornets,Division,2016,East
5954,Charlotte Hornets,Conference,2016,Southeast
5955,Charlotte Hornets,League Win Ratio,2016,0.585
5956,Charlotte Hornets,League Rank,2016,7
5957,Charlotte Hornets,Final Rank,2016,11
5958,Charlotte Hornets,Age,2016,26
5959,Charlotte Hornets,W,2016,48
5960,Charlotte Hornets,L,2016,34
5961,Charlotte Hornets,PW,2016,49
5962,Charlotte Hornets,PL,2016,33
5963,Charlotte Hornets,MOV,2016,2.72
5964,Charlotte Hornets,SOS,2016,-0.36
5965,Charlotte Hornets,SRS,2016,2.36
5966,Charlotte Hornets,ORtg,2016,107.1
5967,Charlotte Hornets,DRtg,2016,104.3
5968,Charlotte Hornets,Pace,2016,95.7
5969,Charlotte Hornets,FTr,2016,0.28
5970,Charlotte Hornets,3PAr,2016,0.348
5971,Charlotte Hornets,TS%,2016,0.545
5972,Charlotte Hornets,eFG%,2016,0.502
5973,Charlotte Hornets,TOV%,2016,11.7
5974,Charlotte Hornets,ORB%,2016,20
5975,Charlotte Hornets,FT/FGA,2016,0.222
5976,Charlotte Hornets,eFG%,2016,0.496
5977,Charlotte Hornets,TOV%,2016,12.5
5978,Charlotte Hornets,DRB%,2016,79.8
5979,Charlotte Hornets,FT/FGA,2016,0.191
5980,Charlotte Hornets,Arena,2016,Time Warner Cable Arena
5981,Charlotte Hornets,Attendance,2016,716894
5982,Charlotte Hornets,Primary Color,2016,#1D8CAB
5983,Charlotte Hornets,Secondary Color,2016,#1D0C65
5984,Boston Celtics,Rk,2016,8
5985,Boston Celtics,Division,2016,East
5986,Boston Celtics,Conference,2016,Atlantic
5987,Boston Celtics,League Win Ratio,2016,0.585
5988,Boston Celtics,League Rank,2016,8
5989,Boston Celtics,Final Rank,2016,10
5990,Boston Celtics,Age,2016,25.2
5991,Boston Celtics,W,2016,48
5992,Boston Celtics,L,2016,34
5993,Boston Celtics,PW,2016,50
5994,Boston Celtics,PL,2016,32
5995,Boston Celtics,MOV,2016,3.21
5996,Boston Celtics,SOS,2016,-0.37
5997,Boston Celtics,SRS,2016,2.84
5998,Boston Celtics,ORtg,2016,106.8
5999,Boston Celtics,DRtg,2016,103.6
6000,Boston Celtics,Pace,2016,98.5
6001,Boston Celtics,FTr,2016,0.264
6002,Boston Celtics,3PAr,2016,0.293
6003,Boston Celtics,TS%,2016,0.531
6004,Boston Celtics,eFG%,2016,0.488
6005,Boston Celtics,TOV%,2016,12.1
6006,Boston Celtics,ORB%,2016,25.1
6007,Boston Celtics,FT/FGA,2016,0.208
6008,Boston Celtics,eFG%,2016,0.487
6009,Boston Celtics,TOV%,2016,14.6
6010,Boston Celtics,DRB%,2016,74.6
6011,Boston Celtics,FT/FGA,2016,0.231
6012,Boston Celtics,Arena,2016,TD Garden
6013,Boston Celtics,Attendance,2016,749076
6014,Boston Celtics,Primary Color,2016,#008853
6015,Boston Celtics,Secondary Color,2016,#BC9A5C
6016,Miami Heat,Rk,2016,12
6017,Miami Heat,Division,2016,East
6018,Miami Heat,Conference,2016,Southeast
6019,Miami Heat,League Win Ratio,2016,0.585
6020,Miami Heat,League Rank,2016,9
6021,Miami Heat,Final Rank,2016,7
6022,Miami Heat,Age,2016,28.4
6023,Miami Heat,W,2016,48
6024,Miami Heat,L,2016,34
6025,Miami Heat,PW,2016,46
6026,Miami Heat,PL,2016,36
6027,Miami Heat,MOV,2016,1.65
6028,Miami Heat,SOS,2016,-0.14
6029,Miami Heat,SRS,2016,1.5
6030,Miami Heat,ORtg,2016,106.1
6031,Miami Heat,DRtg,2016,104.4
6032,Miami Heat,Pace,2016,93.6
6033,Miami Heat,FTr,2016,0.282
6034,Miami Heat,3PAr,2016,0.221
6035,Miami Heat,TS%,2016,0.545
6036,Miami Heat,eFG%,2016,0.508
6037,Miami Heat,TOV%,2016,13.3
6038,Miami Heat,ORB%,2016,23.8
6039,Miami Heat,FT/FGA,2016,0.21
6040,Miami Heat,eFG%,2016,0.485
6041,Miami Heat,TOV%,2016,12.1
6042,Miami Heat,DRB%,2016,77.8
6043,Miami Heat,FT/FGA,2016,0.196
6044,Miami Heat,Arena,2016,AmericanAirlines Arena
6045,Miami Heat,Attendance,2016,809350
6046,Miami Heat,Primary Color,2016,#BF2F38
6047,Miami Heat,Secondary Color,2016,#F59814
6048,Atlanta Hawks,Rk,2016,7
6049,Atlanta Hawks,Division,2016,East
6050,Atlanta Hawks,Conference,2016,Southeast
6051,Atlanta Hawks,League Win Ratio,2016,0.585
6052,Atlanta Hawks,League Rank,2016,10
6053,Atlanta Hawks,Final Rank,2016,6
6054,Atlanta Hawks,Age,2016,28.2
6055,Atlanta Hawks,W,2016,48
6056,Atlanta Hawks,L,2016,34
6057,Atlanta Hawks,PW,2016,51
6058,Atlanta Hawks,PL,2016,31
6059,Atlanta Hawks,MOV,2016,3.61
6060,Atlanta Hawks,SOS,2016,-0.12
6061,Atlanta Hawks,SRS,2016,3.49
6062,Atlanta Hawks,ORtg,2016,105.1
6063,Atlanta Hawks,DRtg,2016,101.4
6064,Atlanta Hawks,Pace,2016,97.1
6065,Atlanta Hawks,FTr,2016,0.237
6066,Atlanta Hawks,3PAr,2016,0.336
6067,Atlanta Hawks,TS%,2016,0.552
6068,Atlanta Hawks,eFG%,2016,0.516
6069,Atlanta Hawks,TOV%,2016,13.8
6070,Atlanta Hawks,ORB%,2016,19.1
6071,Atlanta Hawks,FT/FGA,2016,0.185
6072,Atlanta Hawks,eFG%,2016,0.48
6073,Atlanta Hawks,TOV%,2016,14.4
6074,Atlanta Hawks,DRB%,2016,74.6
6075,Atlanta Hawks,FT/FGA,2016,0.194
6076,Atlanta Hawks,Arena,2016,Philips Arena
6077,Atlanta Hawks,Attendance,2016,690150
6078,Atlanta Hawks,Primary Color,2016,#CC092F
6079,Atlanta Hawks,Secondary Color,2016,#FFFFFF
6080,Indiana Pacers,Rk,2016,11
6081,Indiana Pacers,Division,2016,East
6082,Indiana Pacers,Conference,2016,Central
6083,Indiana Pacers,League Win Ratio,2016,0.549
6084,Indiana Pacers,League Rank,2016,11
6085,Indiana Pacers,Final Rank,2016,12
6086,Indiana Pacers,Age,2016,26.9
6087,Indiana Pacers,W,2016,45
6088,Indiana Pacers,L,2016,37
6089,Indiana Pacers,PW,2016,46
6090,Indiana Pacers,PL,2016,36
6091,Indiana Pacers,MOV,2016,1.71
6092,Indiana Pacers,SOS,2016,-0.09
6093,Indiana Pacers,SRS,2016,1.62
6094,Indiana Pacers,ORtg,2016,104.6
6095,Indiana Pacers,DRtg,2016,102.9
6096,Indiana Pacers,Pace,2016,96.6
6097,Indiana Pacers,FTr,2016,0.268
6098,Indiana Pacers,3PAr,2016,0.27
6099,Indiana Pacers,TS%,2016,0.536
6100,Indiana Pacers,eFG%,2016,0.497
6101,Indiana Pacers,TOV%,2016,13.5
6102,Indiana Pacers,ORB%,2016,23.4
6103,Indiana Pacers,FT/FGA,2016,0.205
6104,Indiana Pacers,eFG%,2016,0.489
6105,Indiana Pacers,TOV%,2016,14.3
6106,Indiana Pacers,DRB%,2016,76
6107,Indiana Pacers,FT/FGA,2016,0.205
6108,Indiana Pacers,Arena,2016,Bankers Life Fieldhouse
6109,Indiana Pacers,Attendance,2016,690733
6110,Indiana Pacers,Primary Color,2016,#002D62
6111,Indiana Pacers,Secondary Color,2016,#FFC526
6112,Detroit Pistons,Rk,2016,14
6113,Detroit Pistons,Division,2016,East
6114,Detroit Pistons,Conference,2016,Central
6115,Detroit Pistons,League Win Ratio,2016,0.537
6116,Detroit Pistons,League Rank,2016,12
6117,Detroit Pistons,Final Rank,2016,13
6118,Detroit Pistons,Age,2016,25
6119,Detroit Pistons,W,2016,44
6120,Detroit Pistons,L,2016,38
6121,Detroit Pistons,PW,2016,43
6122,Detroit Pistons,PL,2016,39
6123,Detroit Pistons,MOV,2016,0.61
6124,Detroit Pistons,SOS,2016,-0.18
6125,Detroit Pistons,SRS,2016,0.43
6126,Detroit Pistons,ORtg,2016,106.1
6127,Detroit Pistons,DRtg,2016,105.5
6128,Detroit Pistons,Pace,2016,95.1
6129,Detroit Pistons,FTr,2016,0.296
6130,Detroit Pistons,3PAr,2016,0.303
6131,Detroit Pistons,TS%,2016,0.522
6132,Detroit Pistons,eFG%,2016,0.491
6133,Detroit Pistons,TOV%,2016,12.2
6134,Detroit Pistons,ORB%,2016,27
6135,Detroit Pistons,FT/FGA,2016,0.197
6136,Detroit Pistons,eFG%,2016,0.504
6137,Detroit Pistons,TOV%,2016,12.5
6138,Detroit Pistons,DRB%,2016,79.3
6139,Detroit Pistons,FT/FGA,2016,0.196
6140,Detroit Pistons,Arena,2016,The Palace of Auburn Hills
6141,Detroit Pistons,Attendance,2016,677138
6142,Detroit Pistons,Primary Color,2016,#ED174C
6143,Detroit Pistons,Secondary Color,2016,#0067B1
6144,Portland Trail Blazers,Rk,2016,13
6145,Portland Trail Blazers,Division,2016,West
6146,Portland Trail Blazers,Conference,2016,Northwest
6147,Portland Trail Blazers,League Win Ratio,2016,0.537
6148,Portland Trail Blazers,League Rank,2016,13
6149,Portland Trail Blazers,Final Rank,2016,8
6150,Portland Trail Blazers,Age,2016,24.3
6151,Portland Trail Blazers,W,2016,44
6152,Portland Trail Blazers,L,2016,38
6153,Portland Trail Blazers,PW,2016,43
6154,Portland Trail Blazers,PL,2016,39
6155,Portland Trail Blazers,MOV,2016,0.83
6156,Portland Trail Blazers,SOS,2016,0.15
6157,Portland Trail Blazers,SRS,2016,0.98
6158,Portland Trail Blazers,ORtg,2016,108.8
6159,Portland Trail Blazers,DRtg,2016,108
6160,Portland Trail Blazers,Pace,2016,96
6161,Portland Trail Blazers,FTr,2016,0.268
6162,Portland Trail Blazers,3PAr,2016,0.332
6163,Portland Trail Blazers,TS%,2016,0.548
6164,Portland Trail Blazers,eFG%,2016,0.511
6165,Portland Trail Blazers,TOV%,2016,13.2
6166,Portland Trail Blazers,ORB%,2016,25.9
6167,Portland Trail Blazers,FT/FGA,2016,0.202
6168,Portland Trail Blazers,eFG%,2016,0.503
6169,Portland Trail Blazers,TOV%,2016,12.1
6170,Portland Trail Blazers,DRB%,2016,76.2
6171,Portland Trail Blazers,FT/FGA,2016,0.225
6172,Portland Trail Blazers,Arena,2016,Moda Center
6173,Portland Trail Blazers,Attendance,2016,794085
6174,Portland Trail Blazers,Primary Color,2016,#E13A3E
6175,Portland Trail Blazers,Secondary Color,2016,#C4CED4
6176,Chicago Bulls,Rk,2016,18
6177,Chicago Bulls,Division,2016,East
6178,Chicago Bulls,Conference,2016,Central
6179,Chicago Bulls,League Win Ratio,2016,0.512
6180,Chicago Bulls,League Rank,2016,14
6181,Chicago Bulls,Final Rank,2016,17
6182,Chicago Bulls,Age,2016,27.6
6183,Chicago Bulls,W,2016,42
6184,Chicago Bulls,L,2016,40
6185,Chicago Bulls,PW,2016,37
6186,Chicago Bulls,PL,2016,45
6187,Chicago Bulls,MOV,2016,-1.48
6188,Chicago Bulls,SOS,2016,0.01
6189,Chicago Bulls,SRS,2016,-1.46
6190,Chicago Bulls,ORtg,2016,105
6191,Chicago Bulls,DRtg,2016,106.5
